Notes;block;trial_num;statement_1;statement_2;statement_3;statement_4;statement_5;true_statements;false_statements;ku_statements;probed_truth_value;n_answers;n_true_answers;n_false_answers;n_ku_answers
;3;45;1 is minder dan 2;3 is meer dan 2;3 is minder dan 4;5 is meer dan 4;;2 is meer dan 1, 2 is minder dan 3, 4 is meer dan 3, 4 is minder dan 5, 1 is minder dan 3, 3 is meer dan 1, 2 is minder dan 4, 4 is meer dan 2, 3 is minder dan 5, 5 is meer dan 3, 1 is minder dan 4, 4 is meer dan 1, 2 is minder dan 5, 5 is meer dan 2, 1 is minder dan 5, 5 is meer dan 1;2 is minder dan 1, 2 is meer dan 3, 4 is minder dan 3, 4 is meer dan 5, 1 is meer dan 3, 3 is minder dan 1, 2 is meer dan 4, 4 is minder dan 2, 3 is meer dan 5, 5 is minder dan 3, 1 is meer dan 4, 4 is minder dan 1, 2 is meer dan 5, 5 is minder dan 2, 1 is meer dan 5, 5 is minder dan 1;;ONWAAR;6;3;3;0
Same as 45;3;46;1 is minder dan 2;3 is meer dan 2;3 is minder dan 4;5 is meer dan 4;;2 is meer dan 1, 2 is minder dan 3, 4 is meer dan 3, 4 is minder dan 5, 1 is minder dan 3, 3 is meer dan 1, 2 is minder dan 4, 4 is meer dan 2, 3 is minder dan 5, 5 is meer dan 3, 1 is minder dan 4, 4 is meer dan 1, 2 is minder dan 5, 5 is meer dan 2, 1 is minder dan 5, 5 is meer dan 1;2 is minder dan 1, 2 is meer dan 3, 4 is minder dan 3, 4 is meer dan 5, 1 is meer dan 3, 3 is minder dan 1, 2 is meer dan 4, 4 is minder dan 2, 3 is meer dan 5, 5 is minder dan 3, 1 is meer dan 4, 4 is minder dan 1, 2 is meer dan 5, 5 is minder dan 2, 1 is meer dan 5, 5 is minder dan 1;;WAAR;6;3;3;0
;3;47;1 is meer dan 2;3 is minder dan 2;3 is meer dan 4;5 is minder dan 4;;2 is minder dan 1, 2 is meer dan 3, 4 is minder dan 3, 4 is meer dan 5, 1 is meer dan 3, 3 is minder dan 1, 2 is meer dan 4, 4 is minder dan 2, 3 is meer dan 5, 5 is minder dan 3, 1 is meer dan 4, 4 is minder dan 1, 2 is meer dan 5, 5 is minder dan 2, 1 is meer dan 5, 5 is minder dan 1;2 is meer dan 1, 2 is minder dan 3, 4 is meer dan 3, 4 is minder dan 5, 1 is minder dan 3, 3 is meer dan 1, 2 is minder dan 4, 4 is meer dan 2, 3 is minder dan 5, 5 is meer dan 3, 1 is minder dan 4, 4 is meer dan 1, 2 is minder dan 5, 5 is meer dan 2, 1 is minder dan 5, 5 is meer dan 1;;ONWAAR;6;3;3;0
Same as 47;3;48;1 is meer dan 2;3 is minder dan 2;3 is meer dan 4;5 is minder dan 4;;2 is minder dan 1, 2 is meer dan 3, 4 is minder dan 3, 4 is meer dan 5, 1 is meer dan 3, 3 is minder dan 1, 2 is meer dan 4, 4 is minder dan 2, 3 is meer dan 5, 5 is minder dan 3, 1 is meer dan 4, 4 is minder dan 1, 2 is meer dan 5, 5 is minder dan 2, 1 is meer dan 5, 5 is minder dan 1;2 is meer dan 1, 2 is minder dan 3, 4 is meer dan 3, 4 is minder dan 5, 1 is minder dan 3, 3 is meer dan 1, 2 is minder dan 4, 4 is meer dan 2, 3 is minder dan 5, 5 is meer dan 3, 1 is minder dan 4, 4 is meer dan 1, 2 is minder dan 5, 5 is meer dan 2, 1 is minder dan 5, 5 is meer dan 1;;ONWAAR;6;1;5;0
;4;49;1 komt voor 2;2 komt voor 3;;;;2 komt na 1, 3 komt na 2, 1 komt voor 3, 3 komt na 1;2 komt voor 1, 3 komt voor 2, 1 komt na 3, 3 komt voor 1;;WAAR;4;2;2;0
;4;50;1 komt voor 2;2 komt voor 3;;;;2 komt na 1, 3 komt na 2, 1 komt voor 3, 3 komt na 1;2 komt voor 1, 3 komt voor 2, 1 komt na 3, 3 komt voor 1;;ONWAAR;4;1;3;0
;4;51;1 komt na 2;2 komt na 3;;;;2 komt voor 1, 3 komt voor 2, 1 komt na 3, 3 komt voor 1;2 komt na 1, 3 komt na 2, 1 komt voor 3, 3 komt na 1;;ONWAAR;4;2;2;0
;4;52;1 komt na 2;2 komt na 3;;;;2 komt voor 1, 3 komt voor 2, 1 komt na 3, 3 komt voor 1;2 komt na 1, 3 komt na 2, 1 komt voor 3, 3 komt na 1;;WAAR;4;1;3;0
;4;53;1 komt na 2;3 komt voor 2;;;;2 komt voor 1, 2 komt na 3, 3 komt voor 1, 1 komt na 3;2 komt na 1, 3 komt na 2, 1 komt voor 3, 3 komt na 1;;ONWAAR;4;2;2;0
;4;54;1 komt na 2;3 komt voor 2;;;;2 komt voor 1, 2 komt na 3, 3 komt voor 1, 1 komt na 3;2 komt na 1, 3 komt na 2, 1 komt voor 3, 3 komt na 1;;ONWAAR;4;1;3;0
;4;55;1 komt voor 2;3 komt na 2;3 komt voor 4;;;2 komt na 1, 2 komt voor 3, 4 komt na 3, 1 komt voor 3, 3 komt na 1, 2 komt voor 4, 4 komt na 2, 1 komt voor 4, 4 komt na 1;2 komt voor 1, 2 komt na 3, 4 komt voor 3, 1 komt na 3, 3 komt voor 1, 2 komt na 4, 4 komt voor 2, 1 komt na 4, 4 komt voor 1;;WAAR;4;1;3;0
;4;56;1 komt voor 2;3 komt na 2;3 komt voor 4;;;2 komt na 1, 2 komt voor 3, 4 komt na 3, 1 komt voor 3, 3 komt na 1, 2 komt voor 4, 4 komt na 2, 1 komt voor 4, 4 komt na 1;2 komt voor 1, 2 komt na 3, 4 komt voor 3, 1 komt na 3, 3 komt voor 1, 2 komt na 4, 4 komt voor 2, 1 komt na 4, 4 komt voor 1;;ONWAAR;4;1;3;0
;4;57;1 komt na 2;2 komt na 3;4 komt voor 3;;;2 komt voor 1, 3 komt voor 2, 3 komt na 4, 1 komt na 3, 3 komt voor 1, 2 komt na 4, 4 komt voor 2, 1 komt na 4, 4 komt voor 1;2 komt na 1, 3 komt na 2, 3 komt voor 4, 1 komt voor 3, 3 komt na 1, 2 komt voor 4, 4 komt na 2, 1 komt voor 4, 4 komt na 1;;ONWAAR;6;2;4;0
;4;58;1 komt na 2;2 komt na 3;4 komt voor 3;;;2 komt voor 1, 3 komt voor 2, 3 komt na 4, 1 komt na 3, 3 komt voor 1, 2 komt na 4, 4 komt voor 2, 1 komt na 4, 4 komt voor 1;2 komt na 1, 3 komt na 2, 3 komt voor 4, 1 komt voor 3, 3 komt na 1, 2 komt voor 4, 4 komt na 2, 1 komt voor 4, 4 komt na 1;;WAAR;6;2;4;0
;4;59;1 komt na 2;3 komt voor 2;3 komt na 4;;;2 komt voor 1, 3 komt voor 2, 3 komt na 4, 1 komt na 3, 3 komt voor 1, 2 komt na 4, 4 komt voor 2, 1 komt na 4, 4 komt voor 1;2 komt na 1, 3 komt na 2, 3 komt voor 4, 1 komt voor 3, 3 komt na 1, 2 komt voor 4, 4 komt na 2, 1 komt voor 4, 4 komt na 1;;ONWAAR;6;3;3;0
;4;60;1 komt na 2;3 komt voor 2;3 komt na 4;;;2 komt voor 1, 3 komt voor 2, 3 komt na 4, 1 komt na 3, 3 komt voor 1, 2 komt na 4, 4 komt voor 2, 1 komt na 4, 4 komt voor 1;2 komt na 1, 3 komt na 2, 3 komt voor 4, 1 komt voor 3, 3 komt na 1, 2 komt voor 4, 4 komt na 2, 1 komt voor 4, 4 komt na 1;;ONWAAR;6;3;3;0
;4;61;1 komt na 2;3 komt voor 2;3 komt na 4;5 komt voor 4;;2 komt voor 1, 3 komt voor 2, 3 komt na 4, 4 komt na 5, 1 komt na 3, 3 komt voor 1, 2 komt na 4, 4 komt voor 2, 3 komt na 5, 5 komt voor 3, 1 komt na 4, 4 komt voor 1, 2 komt na 5, 5 komt voor 2, 1 komt na 5, 5 komt voor 1;2 komt na 1, 3 komt na 2, 3 komt voor 4, 4 komt voor 5, 1 komt voor 3, 3 komt na 1, 2 komt voor 4, 4 komt na 2, 3 komt voor 5, 5 komt na 3, 1 komt voor 4, 4 komt na 1, 2 komt voor 5, 5 komt na 2, 1 komt voor 5, 5 komt na 1;;WAAR;6;2;4;0
;4;62;1 komt na 2;3 komt voor 2;3 komt na 4;5 komt voor 4;;2 komt voor 1, 3 komt voor 2, 3 komt na 4, 4 komt na 5, 1 komt na 3, 3 komt voor 1, 2 komt na 4, 4 komt voor 2, 3 komt na 5, 5 komt voor 3, 1 komt na 4, 4 komt voor 1, 2 komt na 5, 5 komt voor 2, 1 komt na 5, 5 komt voor 1;2 komt na 1, 3 komt na 2, 3 komt voor 4, 4 komt voor 5, 1 komt voor 3, 3 komt na 1, 2 komt voor 4, 4 komt na 2, 3 komt voor 5, 5 komt na 3, 1 komt voor 4, 4 komt na 1, 2 komt voor 5, 5 komt na 2, 1 komt voor 5, 5 komt na 1;;ONWAAR;6;1;5;0
;4;63;1 komt voor 2;3 komt na 2;3 komt voor 4;5 komt na 4;;2 komt na 1, 2 komt voor 3, 4 komt na 3, 4 komt voor 5, 1 komt voor 3, 3 komt na 1, 2 komt voor 4, 4 komt na 2, 3 komt voor 5, 5 komt na 3, 1 komt voor 4, 4 komt na 1, 2 komt voor 5, 5 komt na 2, 1 komt voor 5, 5 komt na 1;2 komt voor 1, 2 komt na 3, 4 komt voor 3, 4 komt na 5, 1 komt na 3, 3 komt voor 1, 2 komt na 4, 4 komt voor 2, 3 komt na 5, 5 komt voor 3, 1 komt na 4, 4 komt voor 1, 2 komt na 5, 5 komt voor 2, 1 komt na 5, 5 komt voor 1;;ONWAAR;6;1;5;0
;4;64;1 komt voor 2;3 komt na 2;3 komt voor 4;5 komt na 4;;2 komt na 1, 2 komt voor 3, 4 komt na 3, 4 komt voor 5, 1 komt voor 3, 3 komt na 1, 2 komt voor 4, 4 komt na 2, 3 komt voor 5, 5 komt na 3, 1 komt voor 4, 4 komt na 1, 2 komt voor 5, 5 komt na 2, 1 komt voor 5, 5 komt na 1;2 komt voor 1, 2 komt na 3, 4 komt voor 3, 4 komt na 5, 1 komt na 3, 3 komt voor 1, 2 komt na 4, 4 komt voor 2, 3 komt na 5, 5 komt voor 3, 1 komt na 4, 4 komt voor 1, 2 komt na 5, 5 komt voor 2, 1 komt na 5, 5 komt voor 1;;WAAR;6;2;4;0
EXCLUDE;5;65;1 bevat 2;;;;;2 zit in 1;2 bevat 1, 1 zit in 2;;ONWAAR;4;1;3;0
EXCLUDE;5;66;1 zit in 2;;;;;2 bevat 1;2 zit in 1, 1 bevat 2;;ONWAAR;4;1;3;0
;5;67;1 bevat 2;2 bevat 3;;;;2 zit in 1, 3 zit in 2, 3 zit in 1, 1 bevat 3;2 bevat 1, 3 bevat 2, 3 bevat 1, 1 zit in 3;;WAAR;4;2;2;0
;5;68;1 bevat 2;3 zit in 2;;;;2 zit in 1, 2 bevat 3, 3 zit in 1, 1 bevat 3;2 bevat 1, 2 zit in 3, 3 bevat 1, 1 zit in 3;;ONWAAR;4;1;3;0
;5;69;1 bevat 2;3 zit in 2;;;;2 zit in 1, 2 bevat 3, 3 zit in 1, 1 bevat 3;2 bevat 1, 2 zit in 3, 3 bevat 1, 1 zit in 3;;ONWAAR;4;2;2;0
;5;70;1 zit in 2;2 zit in 3;;;;2 bevat 1, 3 bevat 2, 1 zit in 3, 3 bevat 1;2 zit in 1, 3 zit in 2, 1 bevat 3, 3 zit in 1;;WAAR;4;1;3;0
;5;71;1 bevat 2;3 zit in 2;3 bevat 4;;;2 zit in 1, 2 bevat 3, 4 zit in 3, 1 bevat 3, 3 zit in 1, 2 bevat 4, 4 zit in 2, 1 bevat 4, 4 zit in 1;2 bevat 1, 2 zit in 3, 4 bevat 3, 1 zit in 3, 3 bevat 1, 2 zit in 4, 4 bevat 2, 1 zit in 4, 4 bevat 1;;ONWAAR;4;1;3;0
;5;72;1 bevat 2;3 zit in 2;3 bevat 4;;;2 zit in 1, 2 bevat 3, 4 zit in 3, 1 bevat 3, 3 zit in 1, 2 bevat 4, 4 zit in 2, 1 bevat 4, 4 zit in 1;2 bevat 1, 2 zit in 3, 4 bevat 3, 1 zit in 3, 3 bevat 1, 2 zit in 4, 4 bevat 2, 1 zit in 4, 4 bevat 1;;ONWAAR;4;2;2;0
;5;73;1 zit in 2;3 bevat 2;4 bevat 3;;;2 bevat 1, 2 zit in 3, 3 zit in 4, 1 zit in 3, 3 bevat 1, 2 zit in 4, 4 bevat 2, 1 zit in 4, 4 bevat 1;2 zit in 1, 2 bevat 3, 3 bevat 4, 1 bevat 3, 3 zit in 1, 2 bevat 4, 4 zit in 2, 1 bevat 4, 4 zit in 1;;WAAR;6;2;4;0
;5;74;1 zit in 2;3 bevat 2;4 bevat 3;;;2 bevat 1, 2 zit in 3, 3 zit in 4, 1 zit in 3, 3 bevat 1, 2 zit in 4, 4 bevat 2, 1 zit in 4, 4 bevat 1;2 zit in 1, 2 bevat 3, 3 bevat 4, 1 bevat 3, 3 zit in 1, 2 bevat 4, 4 zit in 2, 1 bevat 4, 4 zit in 1;;ONWAAR;6;3;3;0
;5;75;1 zit in 2;2 zit in 3;4 bevat 3;;;2 bevat 1, 2 zit in 3, 3 zit in 4, 1 zit in 3, 3 bevat 1, 2 zit in 4, 4 bevat 2, 1 zit in 4, 4 bevat 1;2 zit in 1, 2 bevat 3, 3 bevat 4, 1 bevat 3, 3 zit in 1, 2 bevat 4, 4 zit in 2, 1 bevat 4, 4 zit in 1;;ONWAAR;6;2;4;0
;5;76;1 zit in 2;2 zit in 3;4 bevat 3;;;2 bevat 1, 2 zit in 3, 3 zit in 4, 1 zit in 3, 3 bevat 1, 2 zit in 4, 4 bevat 2, 1 zit in 4, 4 bevat 1;2 zit in 1, 2 bevat 3, 3 bevat 4, 1 bevat 3, 3 zit in 1, 2 bevat 4, 4 zit in 2, 1 bevat 4, 4 zit in 1;;WAAR;6;2;4;0
;5;77;1 bevat 2;3 zit in 2;3 bevat 4;5 zit in 4;;2 zit in 1, 2 bevat 3, 4 zit in 3, 4 bevat 5, 1 bevat 3, 3 zit in 1, 2 bevat 4, 4 zit in 2, 3 bevat 5, 5 zit in 3, 1 bevat 4, 4 zit in 1, 2 bevat 5, 5 zit in 2, 1 bevat 5, 5 zit in 1;2 bevat 1, 2 zit in 3, 4 bevat 3, 4 zit in 5, 1 zit in 3, 3 bevat 1, 2 zit in 4, 4 bevat 2, 3 zit in 5, 5 bevat 3, 1 zit in 4, 4 bevat 1, 2 zit in 5, 5 bevat 2, 1 zit in 5, 5 bevat 1;;ONWAAR;6;1;5;0
;5;78;1 bevat 2;3 zit in 2;3 bevat 4;4 bevat 5;;2 zit in 1, 2 bevat 3, 4 zit in 3, 4 bevat 5, 1 bevat 3, 3 zit in 1, 2 bevat 4, 4 zit in 2, 3 bevat 5, 5 zit in 3, 1 bevat 4, 4 zit in 1, 2 bevat 5, 5 zit in 2, 1 bevat 5, 5 zit in 1;2 bevat 1, 2 zit in 3, 4 bevat 3, 4 zit in 5, 1 zit in 3, 3 bevat 1, 2 zit in 4, 4 bevat 2, 3 zit in 5, 5 bevat 3, 1 zit in 4, 4 bevat 1, 2 zit in 5, 5 bevat 2, 1 zit in 5, 5 bevat 1;;ONWAAR;6;1;5;0
;5;79;1 zit in 2;3 bevat 2;4 bevat 3;5 bevat 4;;2 bevat 1, 2 zit in 3, 3 zit in 4, 4 zit in 5, 1 zit in 3, 3 bevat 1, 2 zit in 4, 4 bevat 2, 3 zit in 5, 5 bevat 3, 1 zit in 4, 4 bevat 1, 2 zit in 5, 5 bevat 2, 1 zit in 5, 5 bevat 1;2 zit in 1, 2 bevat 3, 3 bevat 4, 4 bevat 5, 1 bevat 3, 3 zit in 1, 2 bevat 4, 4 zit in 2, 3 bevat 5, 5 zit in 3, 1 bevat 4, 4 zit in 1, 2 bevat 5, 5 zit in 2, 1 bevat 5, 5 zit in 1;;WAAR;6;1;5;0
;5;80;1 zit in 2;2 zit in 3;4 bevat 3;5 bevat 4;;2 bevat 1, 3 bevat 2, 3 zit in 4, 4 zit in 5, 1 zit in 3, 3 bevat 1, 2 zit in 4, 4 bevat 2, 3 zit in 5, 5 bevat 3, 1 zit in 4, 4 bevat 1, 2 zit in 5, 5 bevat 2, 1 zit in 5, 5 bevat 1;2 zit in 1, 2 bevat 3, 3 bevat 4, 4 bevat 5, 1 bevat 3, 3 zit in 1, 2 bevat 4, 4 zit in 2, 3 bevat 5, 5 zit in 3, 1 bevat 4, 4 zit in 1, 2 bevat 5, 5 zit in 2, 1 bevat 5, 5 zit in 1;;ONWAAR;6;2;4;0
FIX THESE TRIALS;6;81;1 is hetzelfde als 2;3 is hetzelfde als 4;;;;1 ten opzichte van 2<br>is hetzelfde als<br>3 ten opzichte van 4, 2 ten opzichte van 1<br>is hetzelfde als<br>4 ten opzichte van 3, 3 ten opzichte van 4<br>is hetzelfde als<br>1 ten opzichte van 2, 4 ten opzichte van 3<br>is hetzelfde als<br>2 ten opzichte van 1;1 ten opzichte van 2 <br>is het tegenovergestelde van<br> 3 ten opzichte van 4, 2 ten opzichte van 1 <br>is het tegenovergestelde van<br> 4 ten opzichte van 3, 3 ten opzichte van 4 <br>is het tegenovergestelde van<br> 1 ten opzichte van 2, 4 ten opzichte van 3 <br>is het tegenovergestelde van<br> 2 ten opzichte van 1;;ONWAAR;4;1;3;0
;6;82;1 is hetzelfde als 2;3 is hetzelfde als 4;;;;1 ten opzichte van 2<br>is hetzelfde als<br>3 ten opzichte van 4, 2 ten opzichte van 1<br>is hetzelfde als<br>4 ten opzichte van 3, 3 ten opzichte van 4<br>is hetzelfde als<br>1 ten opzichte van 2, 4 ten opzichte van 3<br>is hetzelfde als<br>2 ten opzichte van 1;1 ten opzichte van 2 <br>is het tegenovergestelde van<br> 3 ten opzichte van 4, 2 ten opzichte van 1 <br>is het tegenovergestelde van<br> 4 ten opzichte van 3, 3 ten opzichte van 4 <br>is het tegenovergestelde van<br> 1 ten opzichte van 2, 4 ten opzichte van 3 <br>is het tegenovergestelde van<br> 2 ten opzichte van 1;;WAAR;4;2;2;0
;6;83;1 is hetzelfde als 2;3 is hetzelfde als 4;;;;1 ten opzichte van 2<br>is hetzelfde als<br>3 ten opzichte van 4, 2 ten opzichte van 1<br>is hetzelfde als<br>4 ten opzichte van 3, 3 ten opzichte van 4<br>is hetzelfde als<br>1 ten opzichte van 2, 4 ten opzichte van 3<br>is hetzelfde als<br>2 ten opzichte van 1;1 ten opzichte van 2 <br>is het tegenovergestelde van<br> 3 ten opzichte van 4, 2 ten opzichte van 1 <br>is het tegenovergestelde van<br> 4 ten opzichte van 3, 3 ten opzichte van 4 <br>is het tegenovergestelde van<br> 1 ten opzichte van 2, 4 ten opzichte van 3 <br>is het tegenovergestelde van<br> 2 ten opzichte van 1;;ONWAAR;4;3;1;0
;6;84;1 is hetzelfde als 2;3 is het tegenovergestelde van 4;;;;1 ten opzichte van 2 <br>is het tegenovergestelde van<br> 3 ten opzichte van 4, 2 ten opzichte van 1 <br>is het tegenovergestelde van<br> 3 ten opzichte van 4, 3 ten opzichte van 4 <br>is het tegenovergestelde van<br> 1 ten opzichte van 2, 4 ten opzichte van 3 <br>is het tegenovergestelde van<br> 2 ten opzichte van 1;1 ten opzichte van 2<br>is hetzelfde als<br>3 ten opzichte van 4, 2 ten opzichte van 1<br>is hetzelfde als<br>4 ten opzichte van 3, 3 ten opzichte van 4<br>is hetzelfde als<br>1 ten opzichte van 2, 4 ten opzichte van 3<br>is hetzelfde als<br>2 ten opzichte van 1;;ONWAAR;4;2;2;0
;6;85;1 is hetzelfde als 2;3 is het tegenovergestelde van 4;;;;1 ten opzichte van 2 <br>is het tegenovergestelde van<br> 3 ten opzichte van 4, 2 ten opzichte van 1 <br>is het tegenovergestelde van<br> 3 ten opzichte van 4, 3 ten opzichte van 4 <br>is het tegenovergestelde van<br> 1 ten opzichte van 2, 4 ten opzichte van 3 <br>is het tegenovergestelde van<br> 2 ten opzichte van 1;1 ten opzichte van 2<br>is hetzelfde als<br>3 ten opzichte van 4, 2 ten opzichte van 1<br>is hetzelfde als<br>4 ten opzichte van 3, 3 ten opzichte van 4<br>is hetzelfde als<br>1 ten opzichte van 2, 4 ten opzichte van 3<br>is hetzelfde als<br>2 ten opzichte van 1;;WAAR;4;1;3;0
;6;86;1 is het tegenovergestelde van 2;3 is het tegenovergestelde van 4;;;;1 ten opzichte van 2<br>is hetzelfde als<br>3 ten opzichte van 4, 2 ten opzichte van 1<br>is hetzelfde als<br>4 ten opzichte van 3, 3 ten opzichte van 4<br>is hetzelfde als<br>1 ten opzichte van 2, 4 ten opzichte van 3<br>is hetzelfde als<br>2 ten opzichte van 1;1 ten opzichte van 2 <br>is het tegenovergestelde van<br> 3 ten opzichte van 4, 2 ten opzichte van 1 <br>is het tegenovergestelde van<br> 4 ten opzichte van 3, 3 ten opzichte van 4 <br>is het tegenovergestelde van<br> 1 ten opzichte van 2, 4 ten opzichte van 3 <br>is het tegenovergestelde van<br> 2 ten opzichte van 1;;ONWAAR;4;1;3;0
;6;87;1 is het tegenovergestelde van 2;3 is het tegenovergestelde van 4;;;;1 ten opzichte van 2<br>is hetzelfde als<br>3 ten opzichte van 4, 2 ten opzichte van 1<br>is hetzelfde als<br>4 ten opzichte van 3, 3 ten opzichte van 4<br>is hetzelfde als<br>1 ten opzichte van 3, 4 ten opzichte van 3<br>is hetzelfde als<br>2 ten opzichte van 1;1 ten opzichte van 2 <br>is het tegenovergestelde van<br> 3 ten opzichte van 4, 2 ten opzichte van 1 <br>is het tegenovergestelde van<br> 4 ten opzichte van 3, 3 ten opzichte van 4 <br>is het tegenovergestelde van<br> 1 ten opzichte van 2, 4 ten opzichte van 3 <br>is het tegenovergestelde van<br> 2 ten opzichte van 1;;ONWAAR;4;1;3;0
;6;88;1 is het tegenovergestelde van 2;3 is het tegenovergestelde van 4;;;;1 ten opzichte van 2<br>is hetzelfde als<br>3 ten opzichte van 4, 2 ten opzichte van 1<br>is hetzelfde als<br>4 ten opzichte van 3, 3 ten opzichte van 4<br>is hetzelfde als<br>1 ten opzichte van 3, 4 ten opzichte van 3<br>is hetzelfde als<br>2 ten opzichte van 1;1 ten opzichte van 2 <br>is het tegenovergestelde van<br> 3 ten opzichte van 4, 2 ten opzichte van 1 <br>is het tegenovergestelde van<br> 4 ten opzichte van 3, 3 ten opzichte van 4 <br>is het tegenovergestelde van<br> 1 ten opzichte van 2, 4 ten opzichte van 3 <br>is het tegenovergestelde van<br> 2 ten opzichte van 1;;WAAR;4;1;3;0
;6;89;1 is meer dan 2;3 is meer dan 4;;;;1 ten opzichte van 2<br>is hetzelfde als<br>3 ten opzichte van 4, 2 ten opzichte van 1<br>is hetzelfde als<br>4 ten opzichte van 3, 3 ten opzichte van 4<br>is hetzelfde als<br>1 ten opzichte van 2, 4 ten opzichte van 3<br>is hetzelfde als<br>2 ten opzichte van 1, 1 ten opzichte van 2 <br>is het tegenovergestelde van<br> 4 ten opzichte van 3, 4 ten opzichte van 3 <br>is het tegenovergestelde van<br> 1 ten opzichte van 2, 2 ten opzichte van 1 <br>is het tegenovergestelde van<br> 3 ten opzichte van 4, 3 ten opzichte van 4 <br>is het tegenovergestelde van<br> 2 ten opzichte van 1;1 ten opzichte van 2<br>is hetzelfde als<br>4 ten opzichte van 3, 2 ten opzichte van 1<br>is hetzelfde als<br>3 ten opzichte van 4, 4 ten opzichte van 3<br>is hetzelfde als<br>1 ten opzichte van 2, 3 ten opzichte van 4<br>is hetzelfde als<br>2 ten opzichte van 1, 1 ten opzichte van 2 <br>is het tegenovergestelde van<br> 3 ten opzichte van 4, 2 ten opzichte van 1 <br>is het tegenovergestelde van<br> 4 ten opzichte van 3, 3 ten opzichte van 4 <br>is het tegenovergestelde van<br> 1 ten opzichte van 2, 4 ten opzichte van 3 <br>is het tegenovergestelde van<br> 2 ten opzichte van 1;;ONWAAR;6;1;5;0
;6;90;1 is meer dan 2;3 is meer dan 4;;;;1 ten opzichte van 2<br>is hetzelfde als<br>3 ten opzichte van 4, 2 ten opzichte van 1<br>is hetzelfde als<br>4 ten opzichte van 3, 3 ten opzichte van 4<br>is hetzelfde als<br>1 ten opzichte van 2, 4 ten opzichte van 3<br>is hetzelfde als<br>2 ten opzichte van 1, 1 ten opzichte van 2 <br>is het tegenovergestelde van<br> 4 ten opzichte van 3, 4 ten opzichte van 3 <br>is het tegenovergestelde van<br> 1 ten opzichte van 2, 2 ten opzichte van 1 <br>is het tegenovergestelde van<br> 3 ten opzichte van 4, 3 ten opzichte van 4 <br>is het tegenovergestelde van<br> 2 ten opzichte van 1;1 ten opzichte van 2<br>is hetzelfde als<br>4 ten opzichte van 3, 2 ten opzichte van 1<br>is hetzelfde als<br>3 ten opzichte van 4, 4 ten opzichte van 3<br>is hetzelfde als<br>1 ten opzichte van 2, 3 ten opzichte van 4<br>is hetzelfde als<br>2 ten opzichte van 1, 1 ten opzichte van 2 <br>is het tegenovergestelde van<br> 3 ten opzichte van 4, 2 ten opzichte van 1 <br>is het tegenovergestelde van<br> 4 ten opzichte van 3, 3 ten opzichte van 4 <br>is het tegenovergestelde van<br> 1 ten opzichte van 2, 4 ten opzichte van 3 <br>is het tegenovergestelde van<br> 2 ten opzichte van 1;;ONWAAR;6;1;5;0
;6;91;1 is meer dan 2;3 is meer dan 4;;;;1 ten opzichte van 2<br>is hetzelfde als<br>3 ten opzichte van 4, 2 ten opzichte van 1<br>is hetzelfde als<br>4 ten opzichte van 3, 3 ten opzichte van 4<br>is hetzelfde als<br>1 ten opzichte van 2, 4 ten opzichte van 3<br>is hetzelfde als<br>2 ten opzichte van 1, 1 ten opzichte van 2 <br>is het tegenovergestelde van<br> 4 ten opzichte van 3, 4 ten opzichte van 3 <br>is het tegenovergestelde van<br> 1 ten opzichte van 2, 2 ten opzichte van 1 <br>is het tegenovergestelde van<br> 3 ten opzichte van 4, 3 ten opzichte van 4 <br>is het tegenovergestelde van<br> 2 ten opzichte van 1;1 ten opzichte van 2<br>is hetzelfde als<br>4 ten opzichte van 3, 2 ten opzichte van 1<br>is hetzelfde als<br>3 ten opzichte van 4, 4 ten opzichte van 3<br>is hetzelfde als<br>1 ten opzichte van 2, 3 ten opzichte van 4<br>is hetzelfde als<br>2 ten opzichte van 1, 1 ten opzichte van 2 <br>is het tegenovergestelde van<br> 3 ten opzichte van 4, 2 ten opzichte van 1 <br>is het tegenovergestelde van<br> 4 ten opzichte van 3, 3 ten opzichte van 4 <br>is het tegenovergestelde van<br> 1 ten opzichte van 2, 4 ten opzichte van 3 <br>is het tegenovergestelde van<br> 2 ten opzichte van 1;;WAAR;6;3;3;0
